Reference ID,Hymn Number,Title (Myanmar),Title (English),Composer,Category,Scriptures,PDF,PPTX,Verse Count,Lyrics
294,281,"ဇိအုန်တောင်ကျူး","Unshaken as the sacred hill","Thomas Hastings (1784-1872)","ခိုလှုံကိုးစားခြင်း","ဆာ၊ ၁၂၅","files/hymn-294.pdf","files/hymn-294.pptx",5,"[Verse 1]"
295,282,"ဆင်းရဲမုန်တိုင်းကျူး","From every stormy wind that blows","Thomas Hastings (1784-1872)","ခိုလှုံကိုးစားခြင်း","ထွ၊ ၂၅း၂၂","files/hymn-295.pdf","files/hymn-295.pptx",4,"[Verse 1]"
296,283,"ယုံကြည်ခြင်း ပတ္ထနာကျူး","My faith looks up to Thee","Lowell Mason (1792-1872)","ခိုလှုံကိုးစားခြင်း","N/A","files/hymn-296.pdf","files/hymn-296.pptx",4,"[Verse 1]"
297,284,"ဟာလေလုယ မှုပြီးပြီကျူး","Hallelujah tis done","Philip P. Bliss (1838-1876)","ခိုလှုံကိုးစားခြင်း","ဗျာ၊ ၁၉း၆","files/hymn-297.pdf","files/hymn-297.pptx",7,"[Verse 1]"
298,285,"လာဝမ်းနည်းသူကျူး","Come, ye disconsolate","N/A","ခိုလှုံကိုးစားခြင်း","မ၊ ၁၁း၂၈","files/hymn-298.pdf","files/hymn-298.pptx",3,"[Verse 1]"
299,286,"လုံးလုံးယုံကြည်လျက်ကျူး","Fully Trusting","George C. Stebbins","ခိုလှုံကိုးစားခြင်း","ဟေရှာ၊ ၄၅း၁၇","files/hymn-299.pdf","files/hymn-299.pptx",6,"[Verse 1]"
300,287,"ယေရှုသာလျှင် အလိုဖြည့်နိုင်ကျူး","None but Christ can satisfy","Mc. Granahan","ခိုလှုံကိုးစားခြင်း","ရော၊ ၅း၁၁","files/hymn-300.pdf","files/hymn-300.pptx",5,"[Verse 1]"
301,288,"ကတိတော်၌ တည်နေခြင်းကျူး","Standing on the Promises","R. Kelso Carter (1849-1928)","ခိုလှုံကိုးစားခြင်း","၂ ကော၊ ၁း၂၀","files/hymn-301.pdf","files/hymn-301.pptx",5,"[Verse 1]"
302,289,"နှုတ်ဖြင့် မြွက်ဆိုမမီကျူး","More than tongue can tell","N/A","ငြိမ်သက်ဝမ်းမြောက်ခြင်း","N/A","files/hymn-302.pdf","files/hymn-302.pptx",5,"[Verse 1]"
303,290,"ငါ့ဝိညာဉ်၌ အလင်းရှိခြင်း ကျူး","There is sunshine in my soul","John R. Sweney (1837-1899)","ငြိမ်သက်ဝမ်းမြောက်ခြင်း","၂ ရာ၊ ၂၃း၄","files/hymn-303.pdf","files/hymn-303.pptx",5,"[Verse 1]"
304,291,"ချီးမွမ်းသီချင်းကျူး","O Love that will not let me go","Albert L. Peace","ငြိမ်သက်ဝမ်းမြောက်ခြင်း","ရော၊ ၈း၃၉","files/hymn-304.pdf","files/hymn-304.pptx",4,"[Verse 1]"
305,292,"ကိုယ်တော်၌ ဝမ်းမြောက်လော့ကျူး","Be glad in the Lord","J. Mc. Granahan","ငြိမ်သက်ဝမ်းမြောက်ခြင်း","ဆာ၊ ၆၈း၃","files/hymn-305.pdf","files/hymn-305.pptx",6,"[Verse 1]"
306,293,"အိုယေရှုရှင် ကိုယ်တော်မြတ်သည်ကျူး","Jesus, Thou joy of loving hearts","Henry Baker (1835-1910)","ငြိမ်သက်ဝမ်းမြောက်ခြင်း","ယော၊ ၆း၃၅","files/hymn-306.pdf","files/hymn-306.pptx",5,"[Verse 1]"
307,294,"ချစ်သနားယေရှုဘုရားကျူး","Jesus, lover of my soul","Simeon B. Marsh","ငြိမ်သက်ဝမ်းမြောက်ခြင်း","ဆာ၊ ၉း၉","files/hymn-307.pdf","files/hymn-307.pptx",4,"[Verse 1]"
308,295,"ပူဇော်ရာရှိသမျှ ကိုယ်တော်ထံကျူး","We give Thee but Thine Own","Joseph Barnby (1838-1896)","ငြိမ်သက်ဝမ်းမြောက်ခြင်း","တ၊ ၁ရး၂၅","files/hymn-308.pdf","files/hymn-308.pptx",5,"[Verse 1]"
309,296,"ပြစ်လွှတ်၊ ငြိမ်သက်၊ တန်ခိုးကျူး","Pardon, Peace and Power","James Mc Granahan","ငြိမ်သက်ဝမ်းမြောက်ခြင်း","N/A","files/hymn-309.pdf","files/hymn-309.pptx",6,"[Verse 1]"
310,297,"ချီးမွမ်းသီချင်းကျူး","Peace, Perfect peace","N/A","ငြိမ်သက်ဝမ်းမြောက်ခြင်း","ဟေ၊ ၂၆း၃","files/hymn-310.pdf","files/hymn-310.pptx",7,"[Verse 1]"
311,298,"ကိုယ်တော်၌ ငြိမ်ဝပ်စွာနေပါကျူး","Rest in the Lord","N/A","ငြိမ်သက်ဝမ်းမြောက်ခြင်း","ဆာ၊ ၃ရးရ","files/hymn-311.pdf","files/hymn-311.pptx",5,"[Verse 1]"
312,299,"ကောင်းပေသည်ကျူး","It is well","Philip P. Bliss (1838-1876)","ငြိမ်သက်ဝမ်းမြောက်ခြင်း","ဆာ၊ ၅၅း၁၈","files/hymn-312.pdf","files/hymn-312.pptx",5,"[Verse 1]"
313,300,"ခရစ်ယာန်စစ်သည်တို့ချီကျူး","Onward Christian Soldiers","Arthur S. Sullivan","ဆိုင်ပြိုင်တိုက်လှန်ခြင်း","တရား၊ ၂၉း၆","files/hymn-313.pdf","files/hymn-313.pptx",6,"[Verse 1]"
314,301,"ယေရှုဖို့ထကြကျူး","Stand up stand up for Jesus","George J. Webb","ဆိုင်ပြိုင်တိုက်လှန်ခြင်း","ရော၊ ၁၂း၂၁","files/hymn-314.pdf","files/hymn-314.pptx",3,"[Verse 1]"
315,302,"အနန္တဘုရင်လမ်းပြကျူး","Lead on, O king eternal","Henry Smart (1813-1879)","ဆိုင်ပြိုင်တိုက်လှန်ခြင်း","N/A","files/hymn-315.pdf","files/hymn-315.pptx",3,"[Verse 1]"
316,303,"ရပ်တန့်ခေါ်ကျူး","Hold the fort","Philip P. Bliss (1838-1876)","ဆိုင်ပြိုင်တိုက်လှန်ခြင်း","ဗျာ၊ ၂း၂၅","files/hymn-316.pdf","files/hymn-316.pptx",5,"[Verse 1]"
317,304,"ရဲဝံ့သစ္စာရှိပါကျူး","Dare to be brave, dare to be true","Duncan","ဆိုင်ပြိုင်တိုက်လှန်ခြင်း","N/A","files/hymn-317.pdf","files/hymn-317.pptx",3,"[Verse 1]"
318,305,"နှိုးဆော်ကျူး","N/A","Lowell Mason (1792-1872)","ဆိုင်ပြိုင်တိုက်လှန်ခြင်း","N/A","files/hymn-318.pdf","files/hymn-318.pptx",5,"[Verse 1]"
319,305,"နှိုးဆော်ကျူး","N/A","Lowell Mason (1792-1872)","ဆိုင်ပြိုင်တိုက်လှန်ခြင်း","N/A","files/hymn-319.pdf","files/hymn-319.pptx",5,"[Verse 1]"
320,306,"ဘုရားသားတော် စစ်ချီတော်မူခြင်းကျူး","The son of God goes forth to war","Henry S. Cutler (1824-1902)","ဆိုင်ပြိုင်တိုက်လှန်ခြင်း","၁ တိ၊ ၆း၁၂","files/hymn-320.pdf","files/hymn-320.pptx",3,"[Verse 1]"
321,307,"ကြိုးစားခြင်းအသင်း၏ သီချင်း","Christian endeavour song","George J. Webb","ဆိုင်ပြိုင်တိုက်လှန်ခြင်း","N/A","files/hymn-321.pdf","files/hymn-321.pptx",4,"[Verse 1]"
322,308,"လက်နက်ဆောင်လုလင်ကျူး","Only on armour bearer","Philip P. Bliss (1838-1876)","ဆိုင်ပြိုင်တိုက်လှန်ခြင်း","N/A","files/hymn-322.pdf","files/hymn-322.pptx",4,"[Verse 1]"
323,309,"သာ၍မြင့်သောကုန်းပေါ်မှာကျူး","Higher Ground","Charle H. Gabriel","ဆိုင်ပြိုင်တိုက်လှန်ခြင်း","ဆာ၊ ၂၄း၃-၅","files/hymn-323.pdf","files/hymn-323.pptx",4,"[Verse 1]"
324,310,"ခရစ်တော်နှင့် အသင်းတော်ကျူး","For Christ and His Church we stand","George C. Stebbins","ဆိုင်ပြိုင်တိုက်လှန်ခြင်း","ဆာ၊ ၆၁း၄","files/hymn-324.pdf","files/hymn-324.pptx",4,"[Verse 1]"
325,311,"ကောင်းချီးရေတွက်ကျူး","Count Your blessings","Edwin O. Excell","ဆိုင်ပြိုင်တိုက်လှန်ခြင်း","ဧ၊ ၁း၃","files/hymn-325.pdf","files/hymn-325.pptx",7,"[Verse 1]"
326,312,"စွန့်ပစ်၍ မထားကျူး","No, never alone","M.L. Mc Phail","ဆိုင်ပြိုင်တိုက်လှန်ခြင်း","ယော၊ ၁၄း၁၈","files/hymn-326.pdf","files/hymn-326.pptx",5,"[Verse 1]"
327,313,"ဖြောင့်မတ်မည်ကျူး","I would be true","Joseph Yates Peek (1843-1911)","ဆိုင်ပြိုင်တိုက်လှန်ခြင်း","N/A","files/hymn-327.pdf","files/hymn-327.pptx",2,"[Verse 1]
ကျွန်ုပ်ကို ယုံသောသူများကြောင့် ဖြောင့်မတ်မည်၊
ဂရုစိုက်သောသူများကြောင့် သန့်ရှင်းမည်၊
ဆောင်ရွက်ရန်များသောကြောင့် ခွန်အားနှင့် ပြည့်မည်၊
ပင်ပန်းခံရန်များသောကြောင့် ရဲရင့်မည်၊
ပင်ပန်းခံရန်များသောကြောင့် ရဲရင့်မည်။

[Verse 2]
မိတ်ဆွေမဲ့သူနှင့် ရန်သူကို မိတ်ဖွဲ့မည်၊
စွန့်ကြဲကြောင်းမေ့လျက်၊ စွန့်ကြဲပေးကမ်းမည်၊
ကိုယ်အားနည်းကြောင်း ကိုယ်သို၍ စိတ်နှိမ့်ချမည်၊
ရွှင်လန်းချစ်ခင်၊ မျှော်ကြည့်လျက် ထူပင့်မည်၊
ရွှင်လန်းချစ်ခင်၊ မျှော်ကြည့်လျက် ထူပင့်မည်။"
328,314,"သင်၏ နေ့ရက်အတိုင်းအစွမ်းသတ္တိရှိမည်ကျူး","As the days thy strength","N/A","ကတိတော်","N/A","files/hymn-328.pdf","files/hymn-328.pptx",4,"[Verse 1]"
329,315,"ထူးမြတ်လှသော ကတိတော်ကျူး","Precious promise","Philip P. Bliss (1838-1876)","ကတိတော်","၂ ပေ၊ ၁း၄","files/hymn-329.pdf","files/hymn-329.pptx",5,"[Verse 1]"
330,316,"ဒံယေလကို ထောက်၍ နှိုးဆော်ကျူး","Daniel’s Band","Philip P. Bliss (1838-1876)","ကြည်ရှောင်ခြင်း","ဒံ၊ ၁း၈","files/hymn-330.pdf","files/hymn-330.pptx",5,"[Verse 1]"
331,317,"အပြစ်သွေးဆောင်ရာသို့ မလိုက်နှင့်ကျူး","Yield not to temptation","Harabo R. Palmer","ကြည်ရှောင်ခြင်း","ဗျာ၊ ၂း၇","files/hymn-331.pdf","files/hymn-331.pptx",4,"[Verse 1]"
332,318,"နောက်နောင် အောင်မြင်ခြင်းကျူး","Triumph by and by","Horatio R. Palmer","ကြည်ရှောင်ခြင်း","ဖိ၊ ၃း၁၄","files/hymn-332.pdf","files/hymn-332.pptx",6,"[Chorus]"
333,319,"လက်တော်နှင့်တို့ခြင်းကျူး","The touch of His hands on me","Henry P. Morton","မှောင်မိုက်ချိန်များ","မ၊ ၉း၂၉-၃၀","files/hymn-333.pdf","files/hymn-333.pptx",5,"[Verse 1]"
334,320,"စိတ်ငယ်ဝမ်းနည်း၊ ဒုက္ခကြီးထဲမှာကျူး","Does Jesus care?","J. Lincoln Hall","မှောင်မိုက်ချိန်များ","မ၊ ၂ဝး၂၃","files/hymn-334.pdf","files/hymn-334.pptx",5,"[Verse 1]"
335,321,"ကျွန်ုပ်အထက်၌ မြင့်သောကျောက်ကျူး","The rock that is higher than I","William B. Fischer (1835-1912)","မှောင်မိုက်ချိန်များ","N/A","files/hymn-335.pdf","files/hymn-335.pptx",4,"[Verse 1]"
336,322,"ဉပုသ်နေ့ကို မွေ့လျော်ကျူး","Welcome, delightful morn","Friedrich Schneider","သခင်ဘုရားနေ့","N/A","files/hymn-336.pdf","files/hymn-336.pptx",3,"[Verse 1]"
337,323,"ဉပုသ်တော်နေ့တွက် အားရခြင်းကျူး","Safely through another week","Lowell Mason (1792-1872)","သခင်ဘုရားနေ့","N/A","files/hymn-337.pdf","files/hymn-337.pptx",4,"[Verse 1]"
338,324,"ဉပုည်နေ့ကျူး","N/A","F.M.A Venua (1732-1801)","သခင်ဘုရားနေ့","N/A","files/hymn-338.pdf","files/hymn-338.pptx",5,"[Verse 1]"
339,325,"ဉပုသ်နေ့ကျူး","Welcome, Sweet day of rest","George","သခင်ဘုရားနေ့","N/A","files/hymn-339.pdf","files/hymn-339.pptx",4,"[Verse 1]"
340,326,"သန့်ရှင်းသော ဉပုသ်နေ့","N/A","N/A","သခင်ဘုရားနေ့","N/A","files/hymn-340.pdf","files/hymn-340.pptx",3,"[Verse 1]"
341,327,"ဉပုသ်နေ့ နံနက်ကျူး","N/A","Lewis Edson (1748-1822)","သခင်ဘုရားနေ့","သခင်ဘုရားနေ့","files/hymn-341.pdf","files/hymn-341.pptx",4,"[Verse 1]"
342,328,"ရှေးဝတ္ထုဟောင်းကျူး","Tell me the old, old story","William H. Doane","သမ္မာကျမ်းစာတော်","N/A","files/hymn-342.pdf","files/hymn-342.pptx",4,"[Verse 1]"
343,329,"ဓမ္မကျေးဇူးကျူး","N/A","H. Mehul (1763-1827)","သမ္မာကျမ်းစာတော်","N/A","files/hymn-343.pdf","files/hymn-343.pptx",4,"[Verse 1]"
344,330,"ယေရှုငါ့ကိုချစ်ခြင်းကျူး","Jesus loves me this I know","William B. Bradbury","သမ္မာကျမ်းစာတော်","၁ ယော၊ ၄း၁၉","files/hymn-344.pdf","files/hymn-344.pptx",4,"[Verse 1]"
345,331,"အံ့ဖွယ်သက်ရှင်စကားကျူး","Wonderful words of life","Philip P. Bliss (1838-1876)","သမ္မာကျမ်းစာတော်","ယော ၆း၆၃","files/hymn-345.pdf","files/hymn-345.pptx",4,"[Verse 1]"
346,332,"အသင်းတော်ကို ချစ်ခြင်းကျူး","I love thy kingdom, Lord","G.F. Handel (1685-1759)","အသင်းတော်","ဆာ၊ ၂၆း၈","files/hymn-346.pdf","files/hymn-346.pptx",6,"[Verse 1]"
347,333,"မြို့တော်၏ ဘုန်းဂုဏ်ကျူး","Glorious things of Thee are spoken","Franz J. Hayden (1732-1809)","အသင်းတော်","ဆာ၊ ၁၄၉း၂","files/hymn-347.pdf","files/hymn-347.pptx",3,"[Verse 1]"
348,334,"နှစ်ခြင်းကျူး","N/A","N/A","အသင်းတော်","ယော၊ ၁း၃၃","files/hymn-348.pdf","files/hymn-348.pptx",4,"[Verse 1]"
349,335,"အသင်းတော်၏ အမြစ်ကျူး","The Church’s one foundation","Samuel S. Wesley","အသင်းတော်","ဧ၊ ၅း၂၅","files/hymn-349.pdf","files/hymn-349.pptx",4,"[Verse 1]"
350,336,"နှစ်ခြင်းမင်္ဂလာကျူး","Meekly in Jordan’s holy stream","A.R. Reinale (1799-1877)","နှစ်ခြင်းမင်္ဂလာ,","မာ၊ ၁း၉","files/hymn-350.pdf","files/hymn-350.pptx",4,"[Verse 1]"
351,337,"ရေနှစ်ခြင်းကျူး","N/A","N/A","နှစ်ခြင်းမင်္ဂလာ,","N/A","files/hymn-351.pdf","files/hymn-351.pptx",5,"[Verse 1]"
352,338,"ပွဲတော်ဉီးကျူး","N/A","N/A","ပွဲတော်မင်္ဂလာ","N/A","files/hymn-352.pdf","files/hymn-352.pptx",4,"[Verse 1]"
353,339,"ပွဲတော်ကျူး","Lord at thy table we behold","T. Talls (1520-1585)","ပွဲတော်မင်္ဂလာ","N/A","files/hymn-353.pdf","files/hymn-353.pptx",4,"[Verse 1]"
354,340,"ယေရှုကို ကိုးစားကျူ’","I cast my sins on Jesus","N/A","ပွဲတော်မင်္ဂလာ","N/A","files/hymn-354.pdf","files/hymn-354.pptx",4,"[Verse 1]"
355,341,"ပွဲတော်ကျူး","N/A","William B. Bradbury","ပွဲတော်မင်္ဂလာ","N/A","files/hymn-355.pdf","files/hymn-355.pptx",6,"[Verse 1]"
356,342,"အသက်မုန့်ကို အသနားခံကျူး","Break Thou the bread of life","William F. Sherwin","ပွဲတော်မင်္ဂလာ","N/A","files/hymn-356.pdf","files/hymn-356.pptx",4,"[Verse 1]"
357,343,"ပွဲတော်ကျူး","N/A","Oliver Shaw","ပွဲတော်မင်္ဂလာ","N/A","files/hymn-357.pdf","files/hymn-357.pptx",5,"[Verse 1]"
358,344,"လက်တင်မင်္ဂလာပေးခြင်း","N/A","N/A","လက်တင်မင်္ဂလာပေးခြင်း","N/A","files/hymn-358.pdf","files/hymn-358.pptx",5,"[Verse 1]"
359,345,"လက်တင်မင်္ဂလာကျူး","Go with thy servant, mighty Lord","Edward Miller (1735-1807)","လက်တင်မင်္ဂလာပေးခြင်း","N/A","files/hymn-359.pdf","files/hymn-359.pptx",3,"[Verse 1]"
360,346,"သာသနာပြုသီချင်းကျူး","N/A","Carl G. Glaser (1784-1829)","ကမ္ဘာလုံးသာသနာ","N/A","files/hymn-360.pdf","files/hymn-360.pptx",4,"[Verse 1]"
361,347,"ယေရှုရှင် ကယ်ချွတ်တင်ကျူး","Jesus saves!","William J. Kirkpatrick","ကမ္ဘာလုံးသာသနာ","တ၊ ၁၆း၃၁","files/hymn-361.pdf","files/hymn-361.pptx",4,"[Verse 1]"
362,348,"သာသနာတော်တည်ထွန်းခြင်းကျူး","From Greenland’s icy mountains","Lowell Mason (1792-1872)","ကမ္ဘာလုံးသာသနာ","တ၊ ၁၆း၉","files/hymn-362.pdf","files/hymn-362.pptx",3,"[Verse 1]"
363,349,"ပြောစရာဝတ္ထုရှိသည်ကျူး","We’ve a story to tell","H. Ernest Nichol (1862-1926)","ကမ္ဘာလုံးသာသနာ","N/A","files/hymn-363.pdf","files/hymn-363.pptx",4,"[Verse 1]"
364,350,"ဆိုင်ရာဒေသသို့သွားကျူး","Men of God, go take your stations","Franz J. Haydn (1732-1809)","ကမ္ဘာလုံးသာသနာ","N/A","files/hymn-364.pdf","files/hymn-364.pptx",3,"[Verse 1]"
365,351,"ပျက်စီးလမ်းလွဲသူကို ကယ်ခြင်းကျူး","Rescue the perishing","William H. Doane","ကမ္ဘာလုံးသာသနာ","လု၊ ၁၄း၂၃","files/hymn-365.pdf","files/hymn-365.pptx",5,"[Verse 1]"
366,352,"အရုဏ်တက်ခြင်းကျူး","The morning light is breaking","George J. Webb","ကမ္ဘာလုံးသာသနာ","က၊ ၁း၃","files/hymn-366.pdf","files/hymn-366.pptx",4,"[Verse 1]"
367,353,"ဧဝံဂေလိခေါင်းလောင်းကျူး","The gospel bell","S. Wesley Martin","ကမ္ဘာလုံးသာသနာ","N/A","files/hymn-367.pdf","files/hymn-367.pptx",4,"[Verse 1]"
368,354,"ကြော်ြငာကျူး","Tell it out among the heathen","Lowell Mason (1792-1872)","ကမ္ဘာလုံးသာသနာ","N/A","files/hymn-368.pdf","files/hymn-368.pptx",5,"[Verse 1]"
369,355,"ရိတ်ချိန်တွင် ဘယ်သို့နည်းကျူး","What shall the harvest be?","Philip P. Bliss (1838-1976)","ကမ္ဘာလုံးသာသနာ","ဂလာ၊ ၆း၇","files/hymn-369.pdf","files/hymn-369.pptx",5,"[Verse 1]"
370,356,"သံတော်ဆင့်ကျူး","Ye Christian heralds, go proclaim","Charles","ကမ္ဘာလုံးသာသနာ","ဟေရှာ ၅၂း၇","files/hymn-370.pdf","files/hymn-370.pptx",3,"[Verse 1]"
371,357,"ကောက်လှိုင်းများကို ဆောင်ယူခြင်းကျူး","Sowing in the morning, sowing seeds of kindness","George A. Minor (1844-1904)","ကမ္ဘာလုံးသာသနာ","ဆာ၊ ၁၂၆း၆","files/hymn-371.pdf","files/hymn-371.pptx",4,"[Verse 1]"
372,358,"တရားဟောကျူး","Sow in the morn thy seed","Lowell Mason (1792-1872)","ကမ္ဘာလုံးသာသနာ","ဟေရှာ ၃၂း၂၀","files/hymn-372.pdf","files/hymn-372.pptx",4,"[Verse 1]"
373,359,"ခရစ်တော်၌ အရှေ့အနောက်မရှိကျူး","In Christ, there is no east or west","A. R. Reinagle","ကမ္ဘာလုံးသာသနာ","ကော၊ ၃း၁၁","files/hymn-373.pdf","files/hymn-373.pptx",4,"[Verse 1]"
374,360,"နိုင်ငံတော်တည်ခြင်းကျူး","Jesus shall reign where’er the sun","John Hutton (1793)","အနီးသာသနာ","ဆာ၊ ၇၂း၈","files/hymn-374.pdf","files/hymn-374.pptx",6,"[Verse 1]"
375,361,"မိန်းမသာသနာပြု အသင်းကြီး၏ အမှုဆောင်များ","N/A","Henry Baker (1824-1877)","အနီးသာသနာ","N/A","files/hymn-375.pdf","files/hymn-375.pptx",4,"[Verse 1]"
376,362,"မြန်မာပြည်ဘုန်းကျက်သရေကျူး","U Naw’s Day","N/A","အနီးသာသနာ","N/A","files/hymn-376.pdf","files/hymn-376.pptx",3,"[Verse 1]"
377,363,"အိုသာယာသော မြန်မာပြည်ကျူး","Beautiful Burma","Samuel A. Ward","အနီးသာသနာ","N/A","files/hymn-377.pdf","files/hymn-377.pptx",3,"[Verse 1]"
378,364,"ဧဝံဂေလိနေ့သီချင်း","U Naw Day","Felix Meideissohn (1809-1847)","အနီးသာသနာ","N/A","files/hymn-378.pdf","files/hymn-378.pptx",2,"[Verse 1]"
379,365,"ဝန်ချကျူး","If I have wounded any soul today","N/A","မိတ်ဆွေဖွဲ့ခြင်း","N/A","files/hymn-379.pdf","files/hymn-379.pptx",4,"[Verse 1]"
380,366,"တပည့်တော်အချင်းချင်း ချစ်ခြင်းကျူး","Blest be the tie that binds","Lowell Mason (1792-1872)","မိတ်ဆွေဖွဲ့ခြင်း","N/A","files/hymn-380.pdf","files/hymn-380.pptx",4,"[Verse 1]"
381,367,"ကိုယ်တော်ကို သိလိမ့်မည်ကျူး","I shall know Him","John R. Sweney (1837-1899)","ထာဝရအသက်","၁ကော ၁၃း၁၂","files/hymn-381.pdf","files/hymn-381.pptx",5,"[Verse 1]"
382,368,"တသသောသီချင်းကျူး","N/A","D.E. Jones (1815- )","ထာဝရအသက်","N/A","files/hymn-382.pdf","files/hymn-382.pptx",3,"[Verse 1]"
383,369,"သာ၍မြတ်သော ကောင်းကင်ရွှေပြည်ကျူး","The better land","Daniel B. Towner (1850-1919)","ထာဝရအသက်","ဟေ၊ ၁၁း၁၆","files/hymn-383.pdf","files/hymn-383.pptx",4,"[Verse 1]"
384,370,"အလင်းတော်မြတ်ကျူး","Lead kindly light, amid the encircling gloom","John B. Dykes (1823-1876)","ထာဝရအသက်","N/A","files/hymn-384.pdf","files/hymn-384.pptx",3,"[Verse 1]"
385,371,"ချိုသာလှစွာ အောက်မေ့ခြင်းကျူး","One Sweetly solemn thought","N/A","ထာဝရအသက်","N/A","files/hymn-385.pdf","files/hymn-385.pptx",5,"[Verse 1]"
386,372,"သာယာနေ့ နောင်ကာလကျူး","There’s a land that is fairer than day","Joseph P. Webster (1819-1875)","ထာဝရအသက်","N/A","files/hymn-386.pdf","files/hymn-386.pptx",4,"[Verse 1]"
387,373,"ငါ၏ နာမည်ရေးလျက်ရှိသလားကျူး","Is my name written there?","Frank M. Davis","ထာဝရအသက်","N/A","files/hymn-387.pdf","files/hymn-387.pptx",4,"[Verse 1]"
388,374,"ကောင်းကင်အိမ်ကျူး","My heavenly home is bright and fair","N/A","ထာဝရအသက်","N/A","files/hymn-388.pdf","files/hymn-388.pptx",4,"[Verse 1]"
389,375,"လိုက်မည်လောကျူး","We are travelling home to heaven above","N/A","ထာဝရအသက်","N/A","files/hymn-389.pdf","files/hymn-389.pptx",4,"[Verse 1]"
390,376,"ထိုရပ်မှာ နေလိုသည်ကျူး","I long to be there","N/A","ထာဝရအသက်","N/A","files/hymn-390.pdf","files/hymn-390.pptx",5,"[Verse 1]"
391,377,"ငါ့ဝိညာဉ်ကျူး","Rise, my soul, and stretch thy wings","Key:","ထာဝရအသက်","N/A","files/hymn-391.pdf","files/hymn-391.pptx",3,"[Verse 1]"
392,378,"ကောင်းကင်လမ်းလျှောက်ခြင်း","Children of the heavenly king","N/A","ထာဝရအသက်","ဟေရှာ၊ ၅၁း၁၁","files/hymn-392.pdf","files/hymn-392.pptx",4,"[Verse 1]"
393,379,"ကောင်းကင်လမ်းကျူး","There is a road that leads to God","Key:","ထာဝရအသက်","ထာဝရအသက်","files/hymn-393.pdf","files/hymn-393.pptx",4,"[Verse 1]"
394,380,"အသက်ရေကျူး","The water of life","N/A","ထာဝရအသက်","William B. Bradbury (1816-1868)","files/hymn-394.pdf","files/hymn-394.pptx",5,"[Verse 1]"
395,381,"ဘုန်းတော်မြတ်ကျူး","Glory for me","Charles H. Gabriel","ကောင်းကင်ရွှေပြည်","၁ ယော၊ ၃း၂","files/hymn-395.pdf","files/hymn-395.pptx",4,"[Verse 1]"
396,382,"အမှုတော်ထမ်းသေခြင်းကျူး","Servant of God, well done","William B. Bradbury","ကောင်းကင်ရွှေပြည်","N/A","files/hymn-396.pdf","files/hymn-396.pptx",4,"[Verse 1]"
397,383,"¬¬¬သာယာရွှေပြည်ကျူး","Beaulah Land","Jno. R. Sweney (1837-1899)","ကောင်းကင်ရွှေပြည်","တရား၊ ၃၃း၂၈","files/hymn-397.pdf","files/hymn-397.pptx",5,"[Verse 1]"
398,384,"ပြည်တော်ကျူး","N/A","John B. Dykes (1823-1876)","ကောင်းကင်ရွှေပြည်","ကောင်းကင်ရွှေပြည်","files/hymn-398.pdf","files/hymn-398.pptx",4,"[Verse 1]"
399,385,"ကောင်းကင်ခေါင်းလောင်းကျူး","Ring the bells of heaven","G. F. Root (1830-1895)","ကောင်းကင်ရွှေပြည်","N/A","files/hymn-399.pdf","files/hymn-399.pptx",5,"[Verse 1]"
400,386,"ယေရှု၌ အိပ်ပျော်ခြင်းကျူး","Asleep in Jesus, blessed sleep","William B. Bradbury","ကောင်းကင်ရွှေပြည်","ကောင်းကင်ရွှေပြည်","files/hymn-400.pdf","files/hymn-400.pptx",4,"[Verse 1]"
401,387,"ယေရှုရင်ခွင်တော် ခိုလှုံကျူး","Safe in the arms","William H. Doane","ကောင်းကင်ရွှေပြည်","တရား၊ ၃၃း၂၇","files/hymn-401.pdf","files/hymn-401.pptx",4,"[Verse 1]"
402,388,"ဘဏ္ဍာတော်ကျူး","When he cometh","G.F. Root (1820-1895)","ကောင်းကင်ရွှေပြည်","မာလခ၊ ၃း၁၆","files/hymn-402.pdf","files/hymn-402.pptx",4,"[Verse 1]"
403,389,"ယေရုရှလင်ရွှေပြည်တော်ကျူး","Jerusalem the Golden","Alexander Erwins","ကောင်းကင်ရွှေပြည်","ဗျာ၊ ၂၁း၁၀","files/hymn-403.pdf","files/hymn-403.pptx",3,"[Verse 1]"
404,390,"စဉ်မပြတ် ထွန်းတောက်ကျူး","The bright forevermore","N/A","ကောင်းကင်ရွှေပြည်","ဆာ၊ ၁၃း၃၃","files/hymn-404.pdf","files/hymn-404.pptx",5,"[Verse 1]"
405,391,"ဖြူဝတ်လုံကို ဝတ်ဆင်သူကျူး","Who are these in bright array?","Key:","ကောင်းကင်ရွှေပြည်","ကောင်းကင်ရွှေပြည်","files/hymn-405.pdf","files/hymn-405.pptx",4,"[Verse 1]"
406,392,"သာယာသော ပြည်ကျူး","There is a happy land","Key:","ကောင်းကင်ရွှေပြည်","ကောင်းကင်ရွှေပြည်","files/hymn-406.pdf","files/hymn-406.pptx",3,"[Verse 1]"
407,393,"ရွှေပြည်တော်ကျူး","There’s a land of pure delight","Johann C. H. Rink (1770- )","ကောင်းကင်ရွှေပြည်","ကောင်းကင်ရွှေပြည်","files/hymn-407.pdf","files/hymn-407.pptx",3,"[Verse 1]"
